INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2022-10-03T23:00:00-00:00,2022-10-04T00:00:00-00:00,2022-10-03,17,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,67.08748,96
2022-10-04T01:00:00-00:00,2022-10-04T02:00:00-00:00,2022-10-03,19,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,100.79171,96
2022-10-03T15:00:00-00:00,2022-10-03T16:00:00-00:00,2022-10-03,9,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,48.42274,96
2022-10-03T22:00:00-00:00,2022-10-03T23:00:00-00:00,2022-10-03,16,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,70.66991,96
2022-10-03T09:00:00-00:00,2022-10-03T10:00:00-00:00,2022-10-03,3,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,56.34842,96
2022-10-03T18:00:00-00:00,2022-10-03T19:00:00-00:00,2022-10-03,12,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,44.75699,96
2022-10-03T19:00:00-00:00,2022-10-03T20:00:00-00:00,2022-10-03,13,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,44.40078,96
2022-10-04T06:00:00-00:00,2022-10-04T07:00:00-00:00,2022-10-03,24,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,67.06254,96
2022-10-03T16:00:00-00:00,2022-10-03T17:00:00-00:00,2022-10-03,10,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,46.09413,96
2022-10-03T08:00:00-00:00,2022-10-03T09:00:00-00:00,2022-10-03,2,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,57.49837,96
2022-10-03T10:00:00-00:00,2022-10-03T11:00:00-00:00,2022-10-03,4,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,56.73451,96
2022-10-03T20:00:00-00:00,2022-10-03T21:00:00-00:00,2022-10-03,14,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,47.09204,96
2022-10-04T00:00:00-00:00,2022-10-04T01:00:00-00:00,2022-10-03,18,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,86.55341,96
2022-10-04T02:00:00-00:00,2022-10-04T03:00:00-00:00,2022-10-03,20,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,90.18161,96
2022-10-04T05:00:00-00:00,2022-10-04T06:00:00-00:00,2022-10-03,23,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,83.86077,96
2022-10-03T11:00:00-00:00,2022-10-03T12:00:00-00:00,2022-10-03,5,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,58.69,96
2022-10-03T12:00:00-00:00,2022-10-03T13:00:00-00:00,2022-10-03,6,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,LMP,LMP_PRC,LAJOLLA_6_N007,ALL,1,65.13179,96
2022-10-04T06:00:00-00:00,2022-10-04T07:00:00-00:00,2022-10-03,24,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-04T01:00:00-00:00,2022-10-04T02:00:00-00:00,2022-10-03,19,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T09:00:00-00:00,2022-10-03T10:00:00-00:00,2022-10-03,3,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-04T04:00:00-00:00,2022-10-04T05:00:00-00:00,2022-10-03,22,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T19:00:00-00:00,2022-10-03T20:00:00-00:00,2022-10-03,13,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,-5.12827,97
2022-10-03T22:00:00-00:00,2022-10-03T23:00:00-00:00,2022-10-03,16,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,9.43794,97
2022-10-03T10:00:00-00:00,2022-10-03T11:00:00-00:00,2022-10-03,4,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T14:00:00-00:00,2022-10-03T15:00:00-00:00,2022-10-03,8,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T18:00:00-00:00,2022-10-03T19:00:00-00:00,2022-10-03,12,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,-1.91212,97
2022-10-03T08:00:00-00:00,2022-10-03T09:00:00-00:00,2022-10-03,2,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T15:00:00-00:00,2022-10-03T16:00:00-00:00,2022-10-03,9,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,-2.51497,97
2022-10-03T11:00:00-00:00,2022-10-03T12:00:00-00:00,2022-10-03,5,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-04T05:00:00-00:00,2022-10-04T06:00:00-00:00,2022-10-03,23,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,11.80983,97
2022-10-03T13:00:00-00:00,2022-10-03T14:00:00-00:00,2022-10-03,7,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T12:00:00-00:00,2022-10-03T13:00:00-00:00,2022-10-03,6,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-04T02:00:00-00:00,2022-10-04T03:00:00-00:00,2022-10-03,20,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T07:00:00-00:00,2022-10-03T08:00:00-00:00,2022-10-03,1,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T21:00:00-00:00,2022-10-03T22:00:00-00:00,2022-10-03,15,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,1.37933,97
2022-10-03T16:00:00-00:00,2022-10-03T17:00:00-00:00,2022-10-03,10,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,-3.18429,97
2022-10-04T03:00:00-00:00,2022-10-04T04:00:00-00:00,2022-10-03,21,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-04T00:00:00-00:00,2022-10-04T01:00:00-00:00,2022-10-03,18,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,1.93178,97
2022-10-03T23:00:00-00:00,2022-10-04T00:00:00-00:00,2022-10-03,17,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,0,97
2022-10-03T20:00:00-00:00,2022-10-03T21:00:00-00:00,2022-10-03,14,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,-4.65718,97
2022-10-03T17:00:00-00:00,2022-10-03T18:00:00-00:00,2022-10-03,11,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCC,LMP_CONG_PRC,LAJOLLA_6_N007,ALL,1,-2.37422,97
2022-10-03T10:00:00-00:00,2022-10-03T11:00:00-00:00,2022-10-03,4,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,56.60432,98
2022-10-03T09:00:00-00:00,2022-10-03T10:00:00-00:00,2022-10-03,3,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,56.30338,98
2022-10-03T22:00:00-00:00,2022-10-03T23:00:00-00:00,2022-10-03,16,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,60.09615,98
2022-10-03T15:00:00-00:00,2022-10-03T16:00:00-00:00,2022-10-03,9,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,51.65049,98
2022-10-03T20:00:00-00:00,2022-10-03T21:00:00-00:00,2022-10-03,14,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,51.20643,98
2022-10-03T07:00:00-00:00,2022-10-03T08:00:00-00:00,2022-10-03,1,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,59.29034,98
2022-10-04T06:00:00-00:00,2022-10-04T07:00:00-00:00,2022-10-03,24,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,66.22807,98
2022-10-04T01:00:00-00:00,2022-10-04T02:00:00-00:00,2022-10-03,19,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,99.6852,98
2022-10-03T23:00:00-00:00,2022-10-04T00:00:00-00:00,2022-10-03,17,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,65.43205,98
2022-10-03T16:00:00-00:00,2022-10-03T17:00:00-00:00,2022-10-03,10,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,49.07231,98
2022-10-03T14:00:00-00:00,2022-10-03T15:00:00-00:00,2022-10-03,8,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,73.31808,98
2022-10-03T12:00:00-00:00,2022-10-03T13:00:00-00:00,2022-10-03,6,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,64.74333,98
2022-10-03T11:00:00-00:00,2022-10-03T12:00:00-00:00,2022-10-03,5,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,58.61966,98
2022-10-03T18:00:00-00:00,2022-10-03T19:00:00-00:00,2022-10-03,12,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,46.41383,98
2022-10-04T05:00:00-00:00,2022-10-04T06:00:00-00:00,2022-10-03,23,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,71.02814,98
2022-10-04T04:00:00-00:00,2022-10-04T05:00:00-00:00,2022-10-03,22,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,78.12176,98
2022-10-04T02:00:00-00:00,2022-10-04T03:00:00-00:00,2022-10-03,20,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,89.38607,98
2022-10-04T03:00:00-00:00,2022-10-04T04:00:00-00:00,2022-10-03,21,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,79.57958,98
2022-10-04T00:00:00-00:00,2022-10-04T01:00:00-00:00,2022-10-03,18,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,82.48527,98
2022-10-03T17:00:00-00:00,2022-10-03T18:00:00-00:00,2022-10-03,11,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,46.26011,98
2022-10-03T13:00:00-00:00,2022-10-03T14:00:00-00:00,2022-10-03,7,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,84.44962,98
2022-10-03T19:00:00-00:00,2022-10-03T20:00:00-00:00,2022-10-03,13,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,49.21897,98
2022-10-03T08:00:00-00:00,2022-10-03T09:00:00-00:00,2022-10-03,2,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,57.1668,98
2022-10-03T21:00:00-00:00,2022-10-03T22:00:00-00:00,2022-10-03,15,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCE,LMP_ENE_PRC,LAJOLLA_6_N007,ALL,1,54.76973,98
2022-10-03T21:00:00-00:00,2022-10-03T22:00:00-00:00,2022-10-03,15,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.47102,99
2022-10-03T22:00:00-00:00,2022-10-03T23:00:00-00:00,2022-10-03,16,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,1.13582,99
2022-10-03T12:00:00-00:00,2022-10-03T13:00:00-00:00,2022-10-03,6,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.38846,99
2022-10-03T14:00:00-00:00,2022-10-03T15:00:00-00:00,2022-10-03,8,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,-0.43991,99
2022-10-03T19:00:00-00:00,2022-10-03T20:00:00-00:00,2022-10-03,13,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.31008,99
2022-10-03T20:00:00-00:00,2022-10-03T21:00:00-00:00,2022-10-03,14,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.54279,99
2022-10-03T23:00:00-00:00,2022-10-04T00:00:00-00:00,2022-10-03,17,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,1.65543,99
2022-10-04T03:00:00-00:00,2022-10-04T04:00:00-00:00,2022-10-03,21,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,1.67913,99
2022-10-04T05:00:00-00:00,2022-10-04T06:00:00-00:00,2022-10-03,23,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,1.02281,99
2022-10-04T00:00:00-00:00,2022-10-04T01:00:00-00:00,2022-10-03,18,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,2.13637,99
2022-10-04T06:00:00-00:00,2022-10-04T07:00:00-00:00,2022-10-03,24,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.83447,99
2022-10-03T07:00:00-00:00,2022-10-03T08:00:00-00:00,2022-10-03,1,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.01186,99
2022-10-03T15:00:00-00:00,2022-10-03T16:00:00-00:00,2022-10-03,9,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,-0.71278,99
2022-10-03T16:00:00-00:00,2022-10-03T17:00:00-00:00,2022-10-03,10,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.2061,99
2022-10-03T17:00:00-00:00,2022-10-03T18:00:00-00:00,2022-10-03,11,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.45335,99
2022-10-04T04:00:00-00:00,2022-10-04T05:00:00-00:00,2022-10-03,22,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,1.28901,99
2022-10-04T01:00:00-00:00,2022-10-04T02:00:00-00:00,2022-10-03,19,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,1.10651,99
2022-10-03T08:00:00-00:00,2022-10-03T09:00:00-00:00,2022-10-03,2,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.33157,99
2022-10-03T10:00:00-00:00,2022-10-03T11:00:00-00:00,2022-10-03,4,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.13019,99
2022-10-04T02:00:00-00:00,2022-10-04T03:00:00-00:00,2022-10-03,20,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.79554,99
2022-10-03T09:00:00-00:00,2022-10-03T10:00:00-00:00,2022-10-03,3,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.04504,99
2022-10-03T11:00:00-00:00,2022-10-03T12:00:00-00:00,2022-10-03,5,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.07034,99
2022-10-03T13:00:00-00:00,2022-10-03T14:00:00-00:00,2022-10-03,7,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.23646,99
2022-10-03T18:00:00-00:00,2022-10-03T19:00:00-00:00,2022-10-03,12,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MCL,LMP_LOSS_PRC,LAJOLLA_6_N007,ALL,1,0.25528,99
2022-10-03T18:00:00-00:00,2022-10-03T19:00:00-00:00,2022-10-03,12,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T11:00:00-00:00,2022-10-03T12:00:00-00:00,2022-10-03,5,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T21:00:00-00:00,2022-10-03T22:00:00-00:00,2022-10-03,15,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T22:00:00-00:00,2022-10-03T23:00:00-00:00,2022-10-03,16,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-04T04:00:00-00:00,2022-10-04T05:00:00-00:00,2022-10-03,22,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T08:00:00-00:00,2022-10-03T09:00:00-00:00,2022-10-03,2,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T09:00:00-00:00,2022-10-03T10:00:00-00:00,2022-10-03,3,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T10:00:00-00:00,2022-10-03T11:00:00-00:00,2022-10-03,4,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T15:00:00-00:00,2022-10-03T16:00:00-00:00,2022-10-03,9,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T17:00:00-00:00,2022-10-03T18:00:00-00:00,2022-10-03,11,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-04T00:00:00-00:00,2022-10-04T01:00:00-00:00,2022-10-03,18,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-04T03:00:00-00:00,2022-10-04T04:00:00-00:00,2022-10-03,21,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-04T05:00:00-00:00,2022-10-04T06:00:00-00:00,2022-10-03,23,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T07:00:00-00:00,2022-10-03T08:00:00-00:00,2022-10-03,1,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T13:00:00-00:00,2022-10-03T14:00:00-00:00,2022-10-03,7,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T16:00:00-00:00,2022-10-03T17:00:00-00:00,2022-10-03,10,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-03T19:00:00-00:00,2022-10-03T20:00:00-00:00,2022-10-03,13,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
2022-10-04T02:00:00-00:00,2022-10-04T03:00:00-00:00,2022-10-03,20,0,LAJOLLA_6_N007,LAJOLLA_6_N007,LAJOLLA_6_N007,DAM,MGHG,LMP_GHG_PRC,LAJOLLA_6_N007,ALL,1,0,100
